ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
40533,1,1,0,0,0,0,0,0,0,0,0,0
40533,2,1,0,0,0,0,0,0,0,0,0,0
40534,1,1,0,14,11,0,0,19,0,13,20,17
40535,1,1,18,18,18,18,18,18,18,18,18,18
40535,2,1,0,0,0,0,0,0,0,0,0,0
40536,1,1,14,36,17,12,31,5,34,11,28,13
40537,1,1,30,16,15,0,19,8,0,16,20,11
40537,2,1,0,0,0,0,0,0,0,0,0,0
40538,0,1,0,0,0,0,0,0,0,0,0,0
40538,1,1,0,0,0,0,0,0,0,0,0,0
40539,0,1,9,9,9,9,9,9,9,9,9,9
40539,1,1,0,0,0,0,0,0,0,0,0,0
40540,0,1,0,27,0,34,25,23,0,13,0,37
40540,1,1,0,0,0,0,0,0,0,0,19,0
40541,1,1,0,0,0,0,0,0,0,0,0,0
40541,2,1,13,0,0,0,0,0,0,0,0,31
40542,1,1,0,0,0,0,0,0,0,0,0,0
40543,1,1,0,0,0,0,0,0,0,0,0,0
40544,1,1,0,0,0,0,0,0,0,0,0,0
40545,1,1,0,0,0,0,0,0,0,0,0,0
40546,1,1,13,13,13,13,13,13,13,13,13,13
40547,1,1,0,0,0,0,0,0,0,0,0,30
40547,2,1,0,0,0,0,0,0,0,0,0,0
40548,1,1,9,0,0,0,0,0,0,0,0,0
40548,2,1,0,0,0,0,0,0,0,0,0,0
40549,1,1,0,0,0,11,0,0,0,0,0,0
40549,2,1,0,0,0,0,0,0,0,0,0,0
40550,1,1,24,24,24,24,24,24,24,24,24,24
40551,1,1,18,18,18,18,18,18,18,18,18,18
40552,1,2,14,14,0,0,0,0,0,0,15,16
40553,1,1,0,0,15,0,0,0,19,0,0,23
40554,1,1,12,0,8,0,0,0,27,0,0,22
40555,0,1,7,7,7,7,7,7,7,7,7,7
40555,1,1,0,22,0,0,0,13,7,0,26,0
40556,1,1,0,0,0,16,0,0,0,0,0,0
40556,2,1,15,7,0,0,14,0,0,0,0,11
40557,1,1,0,0,0,0,0,0,0,0,0,0
40558,1,1,0,0,0,0,0,0,0,0,0,0
40558,2,1,0,0,0,0,0,0,0,0,0,0
40559,0,1,0,0,0,0,0,0,0,0,0,0
40559,1,1,0,0,19,15,0,0,0,0,0,0
40560,1,1,0,0,0,0,0,0,0,0,0,0
40561,1,1,0,0,0,0,0,0,0,0,0,0
40562,0,1,0,0,0,0,0,0,0,0,0,0
40562,1,1,15,12,6,17,34,24,30,16,0,26
40563,0,1,0,0,0,0,0,0,0,0,0,0
40563,1,1,29,0,22,0,0,0,6,0,0,0
40564,0,1,0,24,0,0,32,0,0,0,0,0
40564,1,1,0,0,0,0,0,0,0,0,0,0
40565,0,1,0,0,0,0,0,0,0,0,0,0
40565,1,1,19,19,19,19,19,19,19,19,19,19
40566,1,1,14,14,14,14,14,14,14,14,14,14
40566,2,1,0,0,0,0,0,13,0,0,0,0
40567,1,1,15,12,20,13,18,18,29,23,11,6
40568,0,1,39,23,10,0,0,0,20,0,37,0
40568,1,1,4,3,14,23,16,21,41,14,0,0
40569,1,1,0,0,0,0,0,0,0,0,0,0
40570,1,1,35,35,35,35,35,35,35,35,35,35
40570,2,1,0,0,0,0,0,0,0,0,0,0
40571,1,1,35,35,35,35,35,35,35,35,35,35
40572,1,1,15,15,15,15,15,15,15,15,15,15
40572,2,1,0,0,0,0,0,0,0,0,0,0
40573,1,1,16,16,16,16,16,16,16,16,16,16
40573,2,1,0,0,0,0,0,0,0,0,0,0
40574,1,1,0,0,0,0,0,0,0,0,0,0
40574,2,1,0,0,0,0,0,0,0,0,0,0
40575,1,1,22,22,22,22,22,22,22,22,22,22
40575,2,1,0,0,0,0,0,0,0,0,0,0
40576,1,1,18,18,18,18,18,18,18,18,18,18
40577,1,1,0,0,0,0,0,0,0,0,0,0
40578,1,1,0,0,0,0,35,0,0,0,0,0
40578,2,1,0,0,0,0,0,0,0,0,12,0
40579,0,1,25,25,25,25,25,25,25,25,25,25
40579,1,1,0,0,0,0,0,0,0,0,0,0
40580,1,1,0,0,0,0,0,0,0,0,0,0
40581,0,1,0,0,0,0,0,0,0,0,0,0
40581,1,1,0,21,13,0,0,0,9,0,0,0
40582,1,1,40,40,40,40,40,40,40,40,40,40
40583,1,1,0,0,0,0,0,0,0,0,0,0
40583,2,1,0,0,0,0,0,0,0,0,0,0
40584,1,1,0,0,0,0,0,0,0,0,0,11
40584,2,1,0,0,0,0,0,0,0,0,0,0
40585,1,1,0,0,0,0,0,0,0,0,0,0
40585,2,1,3,0,0,2,0,0,0,0,0,0
40587,1,1,0,0,0,0,0,0,0,0,0,0
40588,1,1,13,13,13,13,13,13,13,13,13,13
40589,0,1,0,0,0,0,0,0,0,0,0,0
40589,1,1,0,0,0,0,0,0,0,0,0,0
40590,1,1,0,0,0,0,0,0,0,0,0,0
40591,1,1,0,0,0,0,0,0,0,0,0,0
40591,2,1,0,0,0,0,0,0,0,0,0,0
40591,3,1,0,0,0,3,0,0,0,0,0,0
40591,4,1,0,0,0,0,15,0,0,0,0,0
40591,5,1,7,0,0,0,0,0,0,0,0,0
40592,1,1,0,0,0,0,0,0,0,0,0,0
40593,1,1,0,0,0,0,0,0,0,0,0,0
40594,0,1,22,22,22,22,22,22,22,22,22,22
40594,1,1,18,18,18,18,18,18,18,18,18,18
40595,1,1,19,19,19,19,19,19,19,19,19,19
40596,1,1,0,0,15,0,0,0,22,0,0,0
40596,2,1,0,0,0,0,0,0,0,0,0,0
40597,0,1,0,0,0,0,0,0,0,0,0,0
40597,1,1,0,0,0,0,0,0,0,0,0,0
40597,2,1,0,0,0,0,0,0,0,0,0,0
40597,3,1,0,0,0,0,0,0,0,0,0,20
40597,4,1,0,14,0,0,0,0,0,0,9,0
40598,1,1,0,0,0,0,0,0,0,0,0,0
40599,1,1,0,0,21,0,0,0,0,0,0,0
40600,1,2,0,0,0,9,0,0,0,0,0,0
40601,1,1,0,0,0,0,0,0,0,0,0,0
40601,2,1,0,0,0,0,0,0,0,0,0,0
40602,1,1,0,0,0,0,0,25,0,0,0,0
40602,2,1,0,0,0,0,10,0,0,0,0,0
40603,1,1,0,0,0,0,0,0,0,0,0,0
40604,1,1,2,2,2,2,2,2,2,2,2,2
40605,1,1,0,0,0,0,0,0,0,0,0,0
40605,2,1,0,0,0,0,0,0,0,0,0,0
40606,1,1,0,41,0,0,0,0,0,0,0,0
40606,2,1,0,0,0,0,0,0,0,0,0,0
40607,0,1,0,0,0,0,0,0,0,0,0,0
40607,1,1,0,0,0,0,0,0,0,0,0,0
40608,1,1,3,3,3,3,3,3,3,3,3,3
40608,2,1,0,0,0,0,0,0,0,0,0,0
40609,0,1,0,0,14,0,21,6,10,0,0,0
40609,1,1,0,0,0,0,0,0,0,0,0,0
40610,1,1,22,22,22,22,22,22,22,22,22,22
40610,2,1,2,2,2,2,2,2,2,2,2,2
40611,1,1,0,0,0,0,0,0,0,0,0,0
40611,2,1,0,0,0,0,0,0,0,0,0,0
40612,0,1,0,0,0,0,0,0,0,0,0,0
40612,1,1,0,0,0,0,13,0,0,38,0,0
40613,1,1,14,14,14,14,14,14,14,14,14,14
40613,2,1,0,0,0,0,0,0,0,0,0,0
40614,1,1,0,0,0,0,0,0,0,23,0,0
40614,2,1,17,17,17,17,17,17,17,17,17,17
40615,0,1,13,25,0,3,0,16,0,0,9,0
40615,1,1,0,0,0,0,0,0,0,0,0,0
40616,1,1,31,31,31,31,31,31,31,31,31,31
40616,2,1,0,0,0,0,0,0,0,0,0,0
40617,0,1,0,0,0,0,22,10,0,0,0,0
40617,1,1,0,0,0,0,0,0,0,0,0,0
40618,1,1,2,2,2,2,2,2,2,2,2,2
40619,0,1,0,0,0,0,0,0,0,0,0,0
40619,1,1,11,32,0,0,0,7,0,0,23,16
40620,1,1,0,0,0,0,0,0,0,0,0,0
40620,2,1,0,0,0,0,15,0,0,0,0,5
40621,0,1,0,16,27,0,0,0,0,0,0,0
40621,1,1,0,0,0,0,0,4,0,0,0,0
40622,1,1,0,0,0,0,0,0,0,0,0,0
40622,2,1,0,0,8,0,0,0,0,0,0,0
40623,0,1,0,0,0,0,0,0,0,0,0,0
40623,1,1,5,18,0,6,15,0,0,0,18,21
40624,1,1,0,0,0,0,0,0,0,0,0,0
40625,1,1,0,0,0,0,0,0,0,0,0,0
40626,1,1,0,0,0,0,0,0,0,0,0,1
40626,2,1,0,0,0,0,0,0,0,0,0,0
40627,0,1,0,0,0,0,0,0,0,0,0,0
40627,1,1,14,0,13,29,12,2,0,0,14,16
40628,1,1,4,4,4,4,4,4,4,4,4,4
40628,2,1,0,0,0,0,0,0,0,10,18,0
40629,1,1,0,0,0,0,0,0,0,0,0,0
40629,2,1,0,0,0,3,0,10,30,0,0,0
40630,1,1,30,30,30,30,30,30,30,30,30,30
40631,1,1,25,25,25,25,25,25,25,25,25,25
40632,1,1,0,0,0,0,0,0,0,0,0,0
40632,2,1,0,0,0,0,0,0,0,0,0,0
40633,1,1,0,0,0,0,0,0,0,0,0,0
40633,2,1,9,0,0,0,0,0,0,0,0,0
40634,1,1,0,0,0,0,0,0,0,0,0,0
40634,2,1,0,0,0,0,0,0,0,0,0,0
40634,3,1,0,0,0,0,0,0,0,0,0,0
40635,1,1,0,0,0,0,0,0,0,0,0,0
40636,1,1,0,0,0,10,0,0,0,0,0,10
40636,2,1,0,0,0,0,0,0,0,0,0,0
40637,1,1,15,15,15,15,15,15,15,15,15,15
40638,1,1,20,20,20,20,20,20,20,20,20,20
40638,2,1,0,0,0,0,0,0,0,0,0,0
40639,1,1,0,0,0,0,0,0,0,0,0,0
40639,2,1,0,0,0,0,0,0,0,0,0,0
40640,1,1,9,9,9,9,9,9,9,9,9,9
40642,0,1,0,0,0,0,0,0,0,0,0,0
40642,1,1,0,0,0,0,0,0,0,0,0,0
40643,1,1,0,0,0,0,0,0,0,0,0,0
40643,2,1,0,0,0,0,0,0,0,15,0,0
40644,1,1,0,0,0,0,0,0,0,0,0,0
40645,0,1,0,0,0,0,0,0,0,0,0,0
40645,0,2,0,0,0,0,0,0,0,0,0,0
40645,1,1,13,0,0,0,0,0,0,0,0,0
40646,0,1,0,0,0,0,0,0,0,0,0,0
40646,1,1,0,0,0,0,0,0,0,0,0,0
40647,1,1,21,21,21,21,21,21,21,21,21,21
40648,1,1,0,0,0,0,0,0,0,0,0,0
40648,2,1,0,0,0,0,0,0,0,0,0,0
40649,1,1,14,5,15,41,15,30,11,8,12,0
40650,0,1,25,25,25,25,25,25,25,25,25,25
40650,1,1,8,18,18,17,27,25,0,10,20,0
40651,1,1,0,0,0,0,0,0,0,0,0,0
40652,1,1,18,18,18,18,18,18,18,18,18,18
40652,2,1,0,0,0,25,0,11,0,0,0,0
40655,0,1,0,0,0,0,0,0,0,0,0,0
40655,1,1,0,16,7,9,0,0,11,0,0,0
40656,1,1,0,0,7,5,5,21,10,7,2,8
40656,2,1,0,0,0,0,0,0,0,0,0,9
40657,1,1,0,10,0,0,0,0,0,30,0,0
40657,2,1,0,25,0,0,0,0,0,0,0,0
40658,0,1,11,11,11,11,11,11,11,11,11,11
40658,1,1,0,0,0,0,0,0,0,0,0,0
40659,0,1,16,16,16,16,16,16,16,16,16,16
40659,1,1,0,4,0,5,0,0,0,0,0,13
40660,1,1,0,0,0,0,0,0,0,0,0,0
40661,1,1,20,20,20,20,20,20,20,20,20,20
40662,0,1,0,0,0,0,0,0,0,0,0,0
40662,1,1,23,23,23,23,23,23,23,23,23,23
40662,2,1,0,17,18,0,19,0,17,0,0,0
40662,3,1,0,0,4,0,0,0,0,0,0,12
40663,0,1,0,0,0,13,0,30,0,0,0,35
40663,1,1,0,0,0,0,0,0,0,0,0,0
40664,1,1,20,12,6,9,13,8,10,20,18,13
40664,2,1,18,0,0,0,0,0,0,0,0,10
40665,1,2,12,11,6,13,4,18,17,0,17,31
40666,0,1,0,0,0,0,0,0,0,0,0,0
40666,1,1,0,0,0,0,0,0,0,0,0,0
40667,1,1,0,0,0,0,0,0,0,0,0,0
40667,2,1,0,0,0,0,0,0,0,0,0,0
40668,1,1,0,0,0,0,0,0,0,0,0,0
40668,2,1,0,0,0,0,0,0,0,0,0,0
40669,1,1,0,0,15,0,0,10,30,21,0,0
40670,1,1,0,0,0,0,0,0,0,0,0,0
40670,2,1,7,7,7,7,7,7,7,7,7,7
40670,3,1,0,0,0,0,0,0,0,0,0,0
40671,1,1,0,0,0,0,0,0,0,0,0,0
40671,2,1,0,0,0,0,0,0,0,0,0,0
40672,1,1,0,0,0,0,23,10,0,5,0,0
40672,2,1,26,22,6,0,0,25,10,0,4,0
40673,1,1,0,0,0,0,0,15,0,0,0,0
40673,2,1,0,0,0,0,12,0,0,0,0,0
40674,1,1,19,19,19,19,19,19,19,19,19,19
40674,2,1,0,0,0,0,0,0,0,0,0,0
40674,3,1,0,0,0,0,0,0,0,8,0,0
40674,4,1,0,0,0,0,0,8,0,0,0,0
40675,0,1,15,15,15,15,15,15,15,15,15,15
40675,1,1,0,5,0,25,0,27,0,12,0,26
40676,0,1,0,0,0,0,0,0,0,0,0,0
40676,1,1,0,0,0,0,0,0,0,0,0,0
40677,1,1,0,0,0,0,0,0,0,0,0,0
40677,2,1,0,0,0,0,0,0,0,0,0,0
40678,1,1,19,6,20,30,0,27,22,0,0,15
40679,1,1,0,0,0,0,0,0,0,0,0,0
40679,2,1,0,0,0,0,0,0,9,0,0,0
40680,0,1,3,3,3,3,3,3,3,3,3,3
40680,1,1,7,0,0,0,0,7,26,0,0,0
40681,1,1,19,19,19,19,19,19,19,19,19,19
40682,1,1,4,4,4,4,4,4,4,4,4,4
40683,1,1,0,0,0,0,0,0,0,0,0,0
40684,0,1,22,21,35,18,15,23,12,20,23,5
40684,1,1,0,0,0,0,0,0,0,0,0,0
40684,2,1,0,9,0,0,0,0,0,0,0,0
40685,1,1,0,0,0,0,0,20,0,0,0,0
40685,2,1,12,0,8,0,17,15,0,0,41,0
40686,0,1,0,0,0,0,0,0,0,0,0,0
40686,1,1,0,0,0,0,0,0,0,0,0,0
40687,1,1,0,0,0,0,0,0,0,0,0,0
40687,2,1,0,0,0,0,1,0,0,0,0,0
40688,1,1,24,15,0,0,0,0,0,0,0,0
40689,1,1,15,15,15,15,15,15,15,15,15,15
40690,0,1,0,0,0,0,0,0,0,0,0,0
40690,1,1,0,0,0,0,0,0,0,0,0,0
40691,1,1,8,8,8,8,8,8,8,8,8,8
40691,2,1,0,0,0,0,0,0,0,0,0,0
40692,1,1,0,0,6,0,0,0,0,0,0,0
40693,1,1,0,0,0,0,0,0,0,0,0,0
40694,1,1,0,0,0,0,0,0,0,0,0,0
40694,2,1,0,0,0,0,0,0,0,0,0,0
40695,1,1,0,0,0,0,0,0,0,0,0,0
40695,2,1,0,0,0,0,0,0,0,0,0,0
40695,3,1,0,0,0,0,0,0,0,0,0,0
40696,0,1,34,34,34,34,34,34,34,34,34,34
40696,1,1,0,0,0,2,0,5,0,0,0,0
40697,1,1,17,17,17,17,17,17,17,17,17,17
40698,1,1,0,0,0,0,0,0,0,0,0,0
40699,1,1,0,0,0,0,0,0,0,0,0,0
40699,2,1,7,7,7,7,7,7,7,7,7,7
40700,1,1,23,15,22,28,25,21,10,9,15,7
40700,2,1,3,3,3,3,3,3,3,3,3,3
40700,3,1,0,0,16,0,0,0,0,12,0,0
40700,4,1,0,0,0,0,0,0,0,0,0,0
40700,5,1,9,0,0,0,0,0,0,0,0,15
40701,0,1,0,0,0,0,0,0,0,0,0,0
40701,1,1,0,22,0,0,0,0,9,15,5,0
40702,1,1,34,34,34,34,34,34,34,34,34,34
40702,2,1,0,0,0,0,0,0,0,0,0,0
40703,0,1,0,0,0,28,0,41,0,0,11,0
40703,1,1,0,0,0,0,0,0,0,0,0,0
40704,1,1,0,0,0,0,0,0,0,0,0,0
40704,2,1,0,0,0,0,0,0,0,0,0,0
40705,1,1,0,0,0,0,0,0,0,0,0,0
40706,1,1,0,0,0,0,0,0,0,0,0,0
40706,2,1,0,0,0,0,0,0,0,0,0,0
40707,1,1,0,0,0,0,0,0,0,0,0,24
40708,0,1,35,35,35,35,35,35,35,35,35,35
40708,1,1,0,0,0,0,0,0,0,0,0,0
40709,1,1,0,0,0,0,0,0,0,0,0,0
40710,1,1,0,0,0,0,0,0,0,0,0,0
40710,2,1,0,0,0,0,0,0,0,0,0,0
40711,1,1,8,8,8,8,8,8,8,8,8,8
40712,1,1,0,3,0,0,0,0,28,0,0,8
40713,1,1,0,6,0,0,0,0,0,0,0,0
40714,1,1,0,0,0,0,0,0,0,0,0,0
40715,1,1,0,0,0,0,0,0,0,0,0,0
40715,3,1,0,0,0,0,0,0,0,0,0,0
40715,4,1,0,0,0,0,0,0,0,0,6,0
40715,5,1,0,0,0,0,0,0,0,0,0,0
40715,6,1,16,13,20,0,0,0,0,0,0,0
40715,7,1,0,0,0,0,0,0,0,0,0,0
40715,8,1,0,0,0,0,0,0,0,0,0,0
40715,9,1,0,0,0,0,0,0,0,0,0,0
40715,10,1,0,0,0,0,0,0,0,0,0,0
40715,11,1,0,0,0,0,0,20,0,0,0,0
40716,1,1,0,0,0,0,0,0,0,0,0,0
40716,2,1,37,0,0,0,0,0,0,0,0,0
40716,3,1,0,0,0,0,0,0,0,0,0,0
40717,1,1,13,13,13,13,13,13,13,13,13,13
40718,0,1,14,14,14,14,14,14,14,14,14,14
40718,1,1,0,0,0,0,0,0,0,0,0,0
40719,0,1,0,0,0,0,0,0,0,0,0,0
40719,0,2,0,0,0,0,0,0,0,0,0,0
40719,1,1,0,0,0,0,0,0,0,0,0,0
40720,1,1,21,21,21,21,21,21,21,21,21,21
40721,1,1,3,3,3,3,3,3,3,3,3,3
40721,2,1,0,23,0,0,0,0,0,0,0,0
40722,1,1,0,0,0,0,0,0,0,0,0,0
40722,2,1,0,0,0,0,0,0,0,0,0,0
40723,1,1,0,0,0,0,0,0,0,0,0,0
40724,1,1,0,0,0,0,0,0,0,0,0,0
40725,1,1,0,0,0,0,0,0,0,0,0,0
40725,2,1,0,0,0,0,0,0,0,0,0,22
40727,1,1,39,39,39,39,39,39,39,39,39,39
40728,1,1,0,0,0,0,0,0,0,0,0,0
40729,0,1,23,10,13,14,7,29,20,28,13,13
40729,1,1,0,0,0,0,0,0,0,0,0,0
40729,2,1,0,0,0,0,0,0,0,0,0,0
40730,1,1,0,13,0,0,0,0,0,0,0,0
40730,2,1,0,0,0,0,0,0,0,0,0,0
40731,0,1,0,0,0,0,0,0,0,0,0,0
40731,1,1,0,0,0,0,0,0,0,0,0,0
40732,0,1,13,22,17,0,0,0,24,29,20,38
40732,1,1,0,0,0,0,0,0,0,0,0,0
40733,0,1,0,19,0,0,0,0,0,0,0,0
40733,0,2,0,0,0,3,0,0,0,0,0,0
40733,1,1,0,0,0,0,0,0,0,0,0,6
40734,0,1,0,0,0,0,0,0,0,0,0,0
40734,1,1,10,10,10,10,10,10,10,10,10,10
40735,0,1,28,28,28,28,28,28,28,28,28,28
40735,1,1,0,0,0,0,0,0,0,0,0,0
40736,1,1,12,9,15,19,5,8,6,10,21,10
40737,2,1,0,0,0,0,0,0,0,0,0,0
40738,1,2,0,22,0,13,13,18,12,16,18,14
40739,1,1,13,0,12,0,15,22,0,24,0,19
40739,2,1,0,0,0,6,6,0,0,10,7,0
40740,1,1,0,0,0,0,0,0,0,0,17,0
40741,1,1,0,0,0,0,0,0,0,0,0,0
40741,2,1,0,0,0,0,0,0,0,0,0,0
40742,0,1,29,29,29,29,29,29,29,29,29,29
40742,1,1,0,0,0,0,0,0,0,0,0,0
40743,0,1,16,0,0,6,18,0,8,0,0,45
40743,1,1,0,0,0,0,0,0,0,0,24,0
40744,1,1,0,0,0,0,0,0,0,0,0,20
40744,2,1,0,0,0,0,0,0,0,0,0,0
40745,0,1,0,0,0,0,0,0,0,0,0,0
40745,1,1,18,55,0,11,10,16,0,0,0,21
40746,1,1,0,0,0,0,0,0,0,0,0,0
40747,1,2,21,30,3,0,15,0,21,5,14,21
40748,0,1,15,0,0,0,0,0,0,19,0,0
40748,1,1,0,0,0,0,0,0,0,0,0,0
40749,0,1,29,29,29,29,29,29,29,29,29,29
40749,1,1,0,0,0,0,0,0,0,0,0,0
40750,1,1,0,0,0,0,0,0,0,0,0,0
40750,2,1,0,0,0,0,0,0,0,0,0,0
40752,1,1,2,2,2,2,2,2,2,2,2,2
40752,2,1,0,0,0,0,0,0,0,0,0,0
40753,0,1,0,0,0,0,0,0,0,0,0,0
40753,1,1,0,0,11,0,0,0,0,0,0,0
40754,0,1,0,0,22,0,16,21,17,0,0,0
40754,1,1,22,22,22,22,22,22,22,22,22,22
40756,0,1,29,29,29,29,29,29,29,29,29,29
40756,1,1,0,0,0,0,0,0,0,0,0,0
40757,0,1,16,16,16,16,16,16,16,16,16,16
40757,1,1,0,0,0,0,16,0,0,0,0,0
40758,0,1,0,0,0,0,0,0,0,0,0,0
40758,0,2,0,0,0,0,0,14,0,0,41,0
40758,1,1,0,28,0,0,0,0,0,9,0,0
40759,1,1,0,0,0,0,0,0,0,0,0,0
40759,2,1,0,0,0,0,0,0,0,0,0,0
40760,0,1,0,25,0,12,7,26,21,0,18,0
40760,1,1,21,0,0,0,0,0,0,0,0,0
40761,0,1,0,0,0,0,0,0,0,0,0,0
40761,1,1,0,0,0,0,0,0,0,0,0,0
40762,0,1,0,0,0,0,0,0,0,0,0,0
40762,1,1,18,14,27,25,16,0,9,0,17,4
40763,0,1,29,0,23,23,0,11,0,18,0,26
40763,1,1,6,6,6,6,6,6,6,6,6,6
40764,0,1,0,0,0,0,0,0,0,0,10,0
40764,1,1,0,0,0,0,0,0,0,0,0,0
40765,1,1,0,0,0,0,0,0,0,0,0,0
40765,2,1,0,0,0,0,0,0,0,0,0,0
40765,3,1,0,0,0,0,0,0,0,0,0,0
40766,1,1,0,0,0,0,0,0,0,0,0,0
40766,2,1,0,0,0,0,0,0,0,0,0,0
40767,1,1,17,17,17,17,17,17,17,17,17,17
40767,2,1,0,0,0,0,0,0,0,0,0,0
40768,0,1,0,0,0,0,0,0,0,0,0,0
40768,1,1,27,27,27,27,27,27,27,27,27,27
40769,1,1,0,0,0,8,10,7,14,27,0,11
40770,1,1,0,0,0,0,0,0,0,0,0,0
40770,2,1,0,0,0,0,0,0,9,0,0,0
40770,3,1,0,0,0,0,0,0,0,0,0,0
40771,1,1,0,0,0,0,0,0,0,0,0,0
40771,2,1,0,0,0,0,0,0,0,0,0,0
40772,1,1,0,0,0,0,0,0,0,0,0,0
40773,1,1,0,0,0,0,0,0,0,0,0,0
40773,2,1,0,0,0,0,0,0,0,0,0,0
40774,0,1,18,18,18,18,18,18,18,18,18,18
40774,1,1,7,7,7,7,7,7,7,7,7,7
40774,2,1,0,0,0,0,0,0,18,0,0,0
40775,0,1,0,0,0,0,0,0,0,0,0,0
40775,1,1,0,0,0,0,0,0,0,0,0,0
40776,0,1,10,25,0,11,21,17,8,18,26,0
40776,0,2,4,4,4,4,4,4,4,4,4,4
40776,1,1,0,0,0,0,0,0,0,0,0,0
40777,1,1,23,0,18,0,10,0,35,3,9,14
40777,2,1,0,0,0,0,0,0,0,0,0,0
40778,0,1,0,0,0,0,0,0,0,0,0,0
40778,1,1,0,0,0,0,15,0,0,0,0,0
40779,1,1,0,0,0,0,0,0,0,0,0,0
40779,2,1,0,0,0,0,0,0,0,0,0,0
40780,1,1,0,0,0,0,0,0,0,0,0,0
40780,2,1,0,0,0,0,0,0,0,0,0,0
40781,0,1,0,0,32,12,0,21,0,0,0,0
40781,1,1,0,0,8,0,19,0,0,0,0,0
40782,1,1,14,14,14,14,14,14,14,14,14,14
40783,1,1,24,24,24,24,24,24,24,24,24,24
40783,2,1,0,15,9,14,12,0,5,0,0,0
40784,1,1,0,0,0,0,0,0,0,0,0,0
40785,0,1,25,25,25,25,25,25,25,25,25,25
40785,1,1,0,0,0,0,0,0,0,0,0,0
40786,1,1,0,0,0,0,0,0,0,0,0,0
40787,1,1,0,11,20,0,13,22,0,20,0,0
40788,1,1,0,0,0,0,0,0,0,0,0,0
40788,2,1,18,0,0,0,0,0,0,0,0,0
40789,1,1,0,0,0,0,0,0,0,0,0,0
40789,2,1,0,0,0,0,0,0,0,0,0,0
40790,1,1,0,0,0,0,0,0,0,0,0,0
40790,2,1,0,0,0,0,0,11,0,0,0,0
40790,3,1,0,0,0,0,0,0,0,0,0,0
40790,4,1,0,0,0,0,0,30,0,0,0,0
40791,1,1,0,0,0,0,0,0,0,0,0,0
40791,2,1,0,0,0,0,0,0,0,0,0,0
40792,1,1,0,0,0,0,0,0,0,0,0,0
40792,2,1,0,0,0,0,0,0,0,0,0,0
40793,0,1,0,0,0,0,0,0,0,0,0,0
40793,1,1,0,0,0,0,0,0,0,0,0,0
40794,1,1,0,0,0,0,0,0,0,0,0,0
40794,2,1,0,0,0,0,0,0,0,0,0,0
40795,1,1,0,0,0,0,0,0,0,0,0,0
40795,2,1,0,0,0,0,0,0,0,0,0,0
40795,3,1,0,0,0,0,0,0,0,0,0,0
40795,4,1,0,0,0,0,8,0,0,0,0,0
40795,5,1,0,0,0,0,0,0,0,0,0,0
40796,0,1,0,0,0,0,0,0,0,0,0,0
40796,1,1,0,0,0,0,0,0,0,0,0,0
40797,1,1,23,23,23,23,23,23,23,23,23,23
40798,1,1,0,0,0,0,0,0,0,0,0,0
40799,0,1,20,20,20,20,20,20,20,20,20,20
40799,1,1,0,0,0,0,0,0,0,0,0,0
40801,1,1,0,0,0,0,0,0,0,0,0,0
40801,2,1,0,0,0,0,0,0,0,0,0,0
40802,1,1,0,11,0,0,0,0,0,0,0,19
40803,1,1,0,0,0,6,0,0,0,0,0,0
40804,1,1,0,0,0,0,12,0,0,0,0,0
40805,1,1,3,3,3,3,3,3,3,3,3,3
40805,2,1,0,0,0,0,0,0,0,0,0,0
40805,3,1,0,0,0,0,0,0,0,0,0,0
40806,1,1,0,0,0,0,0,0,0,0,0,0
40807,1,1,9,9,9,9,9,9,9,9,9,9
40808,1,1,2,0,0,0,0,0,0,0,0,0
40808,2,1,0,0,0,0,0,0,0,0,0,0
40809,1,1,0,0,0,0,0,0,0,0,0,0
40809,2,1,0,0,0,0,0,0,0,0,0,0
40810,1,1,28,19,18,0,0,0,0,25,13,11
40811,1,1,10,10,10,10,10,10,10,10,10,10
40811,2,1,0,0,0,0,0,0,0,0,0,0
40812,1,1,26,26,26,26,26,26,26,26,26,26
40813,1,1,23,23,23,23,23,23,23,23,23,23
40813,2,1,0,0,0,0,0,0,0,0,0,0
40814,0,1,20,20,20,20,20,20,20,20,20,20
40814,1,1,0,9,32,0,25,4,31,8,23,0
40815,1,1,17,17,17,17,17,17,17,17,17,17
40816,1,1,0,0,0,0,0,0,0,0,0,0
40817,1,1,0,0,22,0,0,0,0,0,0,0
40818,1,1,17,17,17,17,17,17,17,17,17,17
40818,2,1,6,0,0,0,0,0,0,0,0,26
40819,1,1,2,2,2,2,2,2,2,2,2,2
40819,2,1,0,0,23,0,0,0,0,0,0,21
40820,1,1,0,0,0,0,0,0,0,0,0,0
40820,2,1,0,0,0,0,0,0,0,0,0,0
40821,1,1,0,13,0,0,0,0,18,0,0,0
40821,2,1,0,0,0,0,0,0,0,0,0,0
40822,1,1,0,0,0,0,0,0,0,0,0,0
40822,2,1,0,0,0,0,0,0,0,0,0,0
40823,1,1,0,0,0,0,0,0,0,0,0,0
40823,2,1,0,0,0,0,0,0,0,0,0,0
40824,1,1,0,0,19,0,0,0,0,0,0,0
40825,1,1,23,23,23,23,23,23,23,23,23,23
40826,1,1,0,0,0,0,0,0,0,0,0,0
40826,2,1,0,0,0,0,0,0,0,0,0,0
40827,1,1,12,12,12,12,12,12,12,12,12,12
